node;solar_node_share
119;0.0015290567930383834
120;0.0013785923872976808
121;0.000520497279626946
122;0.0011587560554441223
123;0.0027254191236883688
124;0.004485489388160125
125;0.000973660316356099
126;0.002277381410782854
127;0.005549599108987193
128;0.0007048158599458696
129;0.0013918728543494165
130;0.001392239796600908
131;0.0002520072007725371
132;0.0010594228448373795
133;0.000536792656644678
134;0.005268270462224814
135;0.001778566904303634
136;0.0016093210826735812
137;0.0005687146642879429
138;0.001063960521687552
139;0.003945672686399831
140;0.0016222914063230224
141;0.0
142;0.003418777901516645
143;0.00417042271009842
144;0.005072807100202776
145;0.00029906294715558124
146;1.3126658299200796e-05
147;0.003188953146799836
148;0.0004553904327960875
149;0.0014902750436057528
150;0.00046160965058811
151;0.0008124912076550178
152;0.0027684650567406438
153;0.004958870070279767
154;0.0016701429730078454
155;0.0056677561766027874
156;0.002564172251644777
157;0.0011116558449860963
158;0.0020752591495818195
159;0.0002719829751079084
160;0.0018935017364800843
161;0.0038609809657498668
162;0.0
163;0.015620845299770387
164;0.004999564901793606
165;0.002529067830501574
166;0.0033673606681601225
167;0.000159893316669887
168;0.0005617137190008312
169;0.004273975910766348
170;0.005674590179349466
171;0.010568777793637817
172;0.0015698141171242887
173;0.005998432150246454
174;0.0021383797859278837
175;0.004245834986352587
176;0.0014509755808122565
177;0.004335767221959687
178;0.0025362952292237724
179;0.007356904097460062
180;0.033602928680864945
181;0.006602250887406261
182;0.006621837154124383
183;0.007456443098022326
184;0.005068772979314753
185;0.005203046471808057
186;0.0027208777440511527
187;0.001625942560468424
188;0.004465610466324791
189;6.427233560751958e-05
190;0.0010298734259642946
191;0.00798817423927155
192;0.003658754232233377
193;0.002684055226057735
194;0.003399510108441534
195;0.003597920453283645
196;0.0014584549799493392
197;0.0020001308477576333
198;0.0001676958706259659
199;0.0013628033613540293
200;0.001064112516197568
201;0.0005272310432414947
202;0.0010506432970169863
203;0.0036375045490701285
204;0.0007965241993544052
205;0.005572177857683827
206;0.004290868328931231
207;0.010983118868454279
208;0.0037815638132835325
209;0.003949888822227813
210;0.0003197199916052003
211;0.0017464460933734904
212;0.0008380968485909163
213;0.008915221251404731
214;0.0008251811210244787
215;0.0013193565364940612
216;0.005555328925614069
217;0.0034653462444652807
218;0.0014036981360694262
219;0.0065047519039193626
220;0.001653992216027518
221;0.0010784673561593286
222;0.0014783212991653742
223;0.00013770787631684235
224;0.0007794199927288641
225;0.002431573977507891
226;0.0015718041597680191
227;0.0005917137062331587
228;0.00031217056334569693
229;0.0003704036295491045
230;0.001759497500544085
231;0.0015002748324854402
232;0.0005636936093073027
233;0.0022255243692804105
234;0.0004513967607883572
235;0.002039710694058956
236;0.0004438445839564789
237;0.003001410783417232
238;0.00035661141410968584
239;0.0011486364365626046
240;0.0041887018412954495
241;0.004858222302968063
242;0.002852595407012693
243;0.003133677034064928
244;0.0014812978270240694
245;0.0012916873867229789
246;0.00015836325169538238
247;0.0014961336756737446
248;0.0004058110574351145
249;0.0025499288699822047
250;0.0023761871919056074
251;0.0013460922789545167
252;0.0005605622229298478
253;0.00016528449325501856
254;0.00011815077049400624
255;0.0006248606352445347
256;0.0
257;0.00032399167873965664
258;0.00041808609026671557
259;0.0003870477772468844
260;0.0002088806147158311
261;9.897986077827398e-05
262;0.0030954220187049547
263;0.0008423942952712551
264;0.00019679716389884924
265;0.00024659756169313047
266;0.0003427028249533958
267;0.0010982059040513196
268;0.0020711746905287477
269;0.0005779801455295009
270;0.0014155560538213873
271;0.001011538247725825
272;0.0009044673832635512
273;0.0012097260099562528
274;0.0013707584184830676
275;0.0006587915407511579
276;0.0007626190270985968
277;0.0015667821865430426
278;0.0019591062249134502
279;0.0077267471143376894
280;0.004595276465774189
281;0.0005703698065769626
282;0.0025155919006111705
283;0.0022065491502471094
284;0.0005750467338425957
285;0.000676197638287654
286;0.0007610444887129858
287;0.0018877277120451195
288;0.009897857953403491
289;0.001182160022413993
290;0.002245330093627562
291;0.006224080494186326
292;0.0004653288584741352
293;0.00021942787151804305
294;0.0024377093407094803
295;0.0017392768115089678
296;0.007503953232862837
297;0.00033992560258725454
298;0.0037587223170886253
299;0.0031716166885685146
300;0.0010197707354961958
301;0.0018407234078468859
302;0.001106457820260957
303;0.0009472738647112236
304;0.00591034897733986
305;0.00012014184713742042
306;0.00039843461686504475
307;0.0022818176718858614
308;0.004782665209883992
309;0.0002446338711023329
310;0.00030485229384098994
311;0.0015008123899274528
312;0.0015793221682559074
313;0.001435458858957482
314;0.001392086868764434
315;0.0002714828862439501
316;9.039998299245484e-05
317;0.0003843467978920485
318;0.0013502055121558023
319;0.0008914038892446656
320;0.0005561182895697504
321;0.00023552515946178898
322;0.001206803152207407
323;0.00023128944633294887
324;0.0004968304838574763
325;0.0013219018997561993
326;0.00024823122651711725
327;3.7627237149375764e-05
328;0.00016820850417287284
329;0.00022243218506030728
330;2.5957160792485198e-05
331;2.738500324049443e-05
332;0.0035243205117246874
333;5.427802039523829e-05
334;0.0001344819999999921
335;0.0
336;3.530052144481126e-05
337;0.0
338;0.0007374891107317531
339;0.00018817775808222843
340;0.00015575990711153787
341;0.0008387008199629511
342;0.0006959309386195276
343;0.00013838961473206388
344;0.0020196881647110824
345;0.0006084837517248696
346;0.0011696996987171512
347;0.0012009775365348046
348;0.0002519265586610422
349;0.0037355429967604447
350;0.00036474869957464813
351;0.0
352;0.0
353;0.0
354;0.003987707436237562
355;0.00149548867239289
356;0.007167132896643764
357;9.892739474394643e-05
358;0.0004821447275228394
359;0.0015401387846688088
360;0.001674705676218214
361;0.0
362;0.004682501411433617
363;0.0006287374515888287
364;0.0035799563870997416
365;0.0026552641009680565
366;0.0023938368082806
367;0.0015910018366076541
368;0.0016392373220399641
369;0.00444148094375072
370;0.00079682840470699
371;0.0031317168365061444
372;0.0021864446933357734
373;0.0072317180991002305
374;0.004572025404528349
375;0.0076359576711078105
376;0.004210508182180575
377;0.006507404092488703
378;0.015684973647343076
379;0.0075465883699197805
380;0.012882931742261051
381;0.0010746248873258358
382;0.005404568189289579
383;0.002138013230533657
384;0.0020371783139750133
385;0.0005376722378494331
386;0.004865537167913919
387;0.007001896045012295
388;0.0024984385924399517
389;0.00021424567200060672
390;4.6091165737498124e-05
391;0.0013230745784695009
392;0.001898544345687102
393;0.0018676687986532963
394;0.0008086583469266962
395;0.0004388345761059298
396;0.0006957221957333363
397;0.009037265555135825
398;0.000913029628010265
399;0.0005650058263166288
400;0.0011373380472182917
401;0.001703757913082613
402;0.002571555440114745
403;0.005132672859445929
404;0.0016325108738374713
405;0.004688602072098475
406;8.022676836544358e-05
407;0.0014223377554578194
408;0.0008147276376281447
409;0.0009375609705468054
410;0.0005021016743691134
411;0.00038003839217998046
412;0.000651048415948222
413;0.0
414;0.001909490465408055
415;0.0006591772379599142
416;8.883305185732596e-05
417;0.0016201485890598329
418;0.000852173565966278
419;0.0011803282725715413
420;0.0007095219733516034
421;0.0011434345550553763
422;0.004155387521174587
423;0.0026141222196972335
424;6.932677567894133e-05
425;0.00013017598535120079
426;0.00010524079338886627
427;0.0011862150969588294
428;0.0
429;3.588970314288148e-05
430;0.00011157136588945493
431;0.0
432;0.000182555270959917
433;0.0
434;0.0012466665006271157
435;6.742561122899153e-05
436;0.00022098961222608438
437;0.0
438;0.000478044920910877
439;0.0
440;0.0007782953225941536
441;0.00044433791055891163
442;0.0012719502553769618
443;0.0
444;0.001061994613190524
445;0.00028417514826298843
446;0.00037717799888343714
447;0.003064265119842083
448;0.003082654203987005
449;0.0015651008711610938
450;0.00045139755528406594
451;0.0017532693982972372
452;0.00039117410595393995
453;0.005470328717726353
454;0.0
455;0.003949066199286856
456;0.00016337249997872184
457;0.002196531804434662
458;0.002448386014495777
459;0.0009095157762042667
460;0.0010708629868179528
461;0.0033438902627220338
462;0.00040365061955426057
463;0.0004931648824893814
464;0.0016176809099406175
465;0.0007398100096640946
466;0.0015253893954372537
467;0.0029244891971639602
468;0.0017879169616064079
469;0.001363947926779227
470;0.00249401491830365
471;0.004856850046063552
472;0.0034156337018811118
473;0.002703468803022859
474;0.006215422193934695
475;0.002785688900628523
476;0.004494833506856657
477;0.0014334137690225303
478;0.0038936162627935386
479;0.0026566803599524774
480;0.007179760903447517
481;0.001846355213036291
482;0.0025486521515070562
483;0.0017484108242117368
484;0.0035220822777880237
