node,longitude,latitude,node_name,country,RDcost
226,"8,673717289","49,29043939",Umspannwerk Wiesloch,DE,13977.181801351928
227,"9,529605129","53,61899069",Stade,DE,263418.2220779843
228,"9,491510793","53,65809828",Abbenfleth,DE,1.3637530635199908e6
229,"9,918148646","52,37999631",TenneT TSO GmbH - Betriebszentrum Lehrte,DE,949957.6211859854
230,"9,72699197","54,29142099",Audorf,DE,2.8777580161553337e6
231,"9,091835297","49,29461887",Umspannwerk Hüffenhardt,DE,13951.417024931588
232,"8,663783158","49,36008737",Umspannanlage Heidelberg-Süd,DE,54620.06648399042
233,"9,567102012","51,32525733",Sandershausen,DE,12999.734612036824
234,"8,349126123","49,01305212",Karlsruhe-West,DE,132576.96772294704
235,"9,251034251","53,11443231",Sottrum,DE,86490.62411997556
236,"8,474707049","53,42865119",Unterweser,DE,4980.3706880032
237,"14,45988682","51,83327592",Kraftwerk Jänschwalde,DE,352215.4301283948
238,"6,216192971","50,9123618",Siersdorf,DE,9639.167937505264
239,"11,27772104","47,49587267",Umspannwerk Krün,DE,280113.8319706168
240,"11,2939727","48,05204277",Umspannwerk Oberbrunn,DE,1.3747219696629802e6
241,"8,872942805","48,31009126",EnBW Umspannwerk Engstlatt,DE,27431.539687428856
242,"8,4654298","48,04352362",Umspannwerk Villingen,DE,31322.514925458887
243,"7,910729286","48,5012883",Umspannwerk Weier,DE,264852.5600715365
244,"8,248729016","48,84631652",220-kV-Umspannwerk Kuppenheim,DE,63219.61419923542
245,"9,449636527","53,9672865",Itzehoe/West,DE,9409.191576828698
246,"9,344001772","53,85177746",Brokdorf,DE,2626.647626615552
247,"11,47039412","50,93039023",Großschwabhausen,DE,674667.346697659
248,"7,254656882","53,02667163",Umspannwerk Rhede,DE,44.88912895825204
249,"7,311362291","53,12576656",Diele,DE,2935.7715916673033
250,"14,03369637","53,5078686",Pasewalk,DE,98768.90433285726
251,"13,39982884","53,79444778",Umspannwerk Windpark Iven,DE,346358.26580213965
252,"7,00877914","51,17425492",Station Ohligs,DE,1758.8407224880123
253,"7,125572911","51,44897726",Station Eiberg,DE,0.0
254,"7,416707912","51,45705216",Station Kruckel,DE,181.36131262431758
255,"6,53175001","50,39005126",Station Dahlem,DE,8863.69601970937
256,"6,612402315","51,03592426",KW Neurath,DE,0.0
257,"6,808906247","51,26860759",Station Rath,DE,14121.522764519877
258,"6,622843235","51,25871337",,DE,833.2737933497418
259,"7,278947113","51,47228168",Station Laer,DE,0.0
260,"7,19597933","51,41157531",Station Welper,DE,7261.846990810395
261,"7,324279583","51,62138747",Rheinzink,DE,12618.244741955406
262,"6,330068589","51,24291615",Station Dülken,DE,4170.870004855787
263,"6,542408443","51,29944581",Station Edelstahl Krefeld,DE,3098.0798813021383
264,"6,963305454","50,83376292",Station Bollenacker,DE,0.0
265,"7,095826719","50,82687168",Station Stockem,DE,2.686886325989387e6
266,"7,047384524","50,90552861",Station Gremberghoven,DE,894162.3258966553
