hour,fuel,RD
7733,Oil(light),0.0
7733,Waste,0.0
7733,OtherFuels,0.0
7733,Nuclear,0.0
7733,Oil(heavy),0.0
7733,WindOnshore,0.0
7733,WindOffshore,0.0
7733,SolarPV,0.0
7733,RoR,0.0
7733,Geothermal,0.0
7733,Hydro,637.3244994841087
7733,LostLoad,25.593395321934054
7734,NaturalGas,110.58500000000001
7734,Biomass,0.0
7734,HardCoal,3667.8377076784973
7734,Lignite,0.0
7734,Oil(light),0.0
7734,Waste,0.0
7734,OtherFuels,0.0
7734,Nuclear,0.0
7734,Oil(heavy),0.0
7734,WindOnshore,0.0
7734,WindOffshore,0.0
7734,SolarPV,0.0
7734,RoR,0.0
7734,Geothermal,0.0
7734,Hydro,583.9117840415397
7734,LostLoad,88.28069824517382
7735,NaturalGas,999.9802369966382
7735,Biomass,0.0
7735,HardCoal,2357.6160565787427
7735,Lignite,0.0
7735,Oil(light),0.0
7735,Waste,0.0
7735,OtherFuels,0.0
7735,Nuclear,0.0
7735,Oil(heavy),0.0
7735,WindOnshore,0.0
7735,WindOffshore,0.0
7735,SolarPV,0.0
7735,RoR,0.0
7735,Geothermal,0.0
7735,Hydro,0.0
7735,LostLoad,188.2593354689881
7736,NaturalGas,2548.3806795371006
7736,Biomass,0.0
7736,HardCoal,835.1527444223411
7736,Lignite,0.0
7736,Oil(light),0.0
7736,Waste,0.0
7736,OtherFuels,0.0
7736,Nuclear,0.0
7736,Oil(heavy),0.0
7736,WindOnshore,0.0
7736,WindOffshore,0.0
7736,SolarPV,0.0
7736,RoR,0.0
7736,Geothermal,0.0
7736,Hydro,655.8092264436505
7736,LostLoad,237.21601119133152
7737,NaturalGas,2668.957419071694
7737,Biomass,0.0
7737,HardCoal,1453.7295
7737,Lignite,0.0
7737,Oil(light),0.0
7737,Waste,0.0
7737,OtherFuels,0.0
7737,Nuclear,0.0
7737,Oil(heavy),0.0
7737,WindOnshore,0.0
7737,WindOffshore,0.0
7737,SolarPV,0.0
7737,RoR,0.0
7737,Geothermal,0.0
7737,Hydro,42.231643021682224
7737,LostLoad,202.14157642099906
7738,NaturalGas,2244.1329126003384
7738,Biomass,0.0
7738,HardCoal,1898.4781042728355
7738,Lignite,0.0
7738,Oil(light),0.0
7738,Waste,0.0
7738,OtherFuels,0.0
7738,Nuclear,0.0
7738,Oil(heavy),0.0
7738,WindOnshore,0.0
7738,WindOffshore,0.0
7738,SolarPV,0.0
7738,RoR,0.0
7738,Geothermal,0.0
7738,Hydro,0.0
7738,LostLoad,172.04492536541238
7739,NaturalGas,2470.52362104679
7739,Biomass,0.0
7739,HardCoal,2067.2942165008253
7739,Lignite,0.0
7739,Oil(light),0.0
7739,Waste,0.0
7739,OtherFuels,0.0
7739,Nuclear,0.0
7739,Oil(heavy),0.0
7739,WindOnshore,0.0
7739,WindOffshore,0.0
7739,SolarPV,0.0
7739,RoR,0.0
7739,Geothermal,0.0
7739,Hydro,38.702891648137005
7739,LostLoad,196.35901744961657
7740,NaturalGas,2595.742887779679
7740,Biomass,0.0
7740,HardCoal,2085.628314815877
7740,Lignite,0.0
7740,Oil(light),0.0
7740,Waste,0.0
7740,OtherFuels,0.0
7740,Nuclear,0.0
7740,Oil(heavy),0.0
7740,WindOnshore,0.0
7740,WindOffshore,0.0
7740,SolarPV,0.0
7740,RoR,0.0
7740,Geothermal,0.0
7740,Hydro,79.29710835186299
7740,LostLoad,200.76552277916625
7741,NaturalGas,2186.797181919516
7741,Biomass,0.0
7741,HardCoal,2536.6721358529294
7741,Lignite,0.0
7741,Oil(light),0.0
7741,Waste,0.0
7741,OtherFuels,0.0
7741,Nuclear,0.0
7741,Oil(heavy),0.0
7741,WindOnshore,0.0
7741,WindOffshore,0.0
7741,SolarPV,0.0
7741,RoR,0.0
7741,Geothermal,0.0
7741,Hydro,0.0
7741,LostLoad,181.14071339361004
7742,NaturalGas,2405.2343498078844
7742,Biomass,0.0
7742,HardCoal,2191.0429875168434
7742,Lignite,0.0
7742,Oil(light),0.0
7742,Waste,0.0
7742,OtherFuels,0.0
7742,Nuclear,0.0
7742,Oil(heavy),0.0
7742,WindOnshore,0.0
7742,WindOffshore,0.0
7742,SolarPV,0.0
7742,RoR,0.0
7742,Geothermal,0.0
7742,Hydro,0.0
7742,LostLoad,203.87442370595596
7743,NaturalGas,2473.925112882267
7743,Biomass,0.0
7743,HardCoal,1852.2953755669812
7743,Lignite,0.0
7743,Oil(light),0.0
7743,Waste,0.0
7743,OtherFuels,0.0
7743,Nuclear,0.0
7743,Oil(heavy),0.0
7743,WindOnshore,0.0
7743,WindOffshore,0.0
7743,SolarPV,0.0
7743,RoR,0.0
7743,Geothermal,0.0
7743,Hydro,0.0
7743,LostLoad,221.73637634060304
7744,NaturalGas,3479.953878231809
7744,Biomass,0.0
7744,HardCoal,581.6194007906508
7744,Lignite,0.0
7744,Oil(light),0.0
7744,Waste,0.0
7744,OtherFuels,0.0
7744,Nuclear,0.0
