hour,fuel,RD_up,RD_down,RD_net
7722,SolarPV,0.0,0.0,0.0
7722,RoR,0.0,-28.42221699022,-28.42221699022
7722,Geothermal,0.0,-0.0,0.0
7722,Hydro,0.0,0.0,0.0
7723,NaturalGas,8599.217986129672,0.0,8599.217986129672
7723,Biomass,0.0,-450.21915473076353,-450.21915473076353
7723,HardCoal,2361.6031145825023,-4202.877763863858,-1841.2746492813553
7723,Lignite,0.0,-6380.117056252046,-6380.117056252046
7723,Oil(light),1367.0371858859787,0.0,1367.0371858859787
7723,Waste,0.0,0.0,0.0
7723,OtherFuels,59.47676400845184,0.0,59.47676400845184
7723,Nuclear,0.0,-2674.1729509312468,-2674.1729509312468
7723,Oil(heavy),68.0,-0.0,68.0
7723,WindOnshore,0.0,-2814.6729652116487,-2814.6729652116487
7723,WindOffshore,0.0,-221.99410313637358,-221.99410313637358
7723,SolarPV,0.0,0.0,0.0
7723,RoR,0.0,-23.94497249337104,-23.94497249337104
7723,Geothermal,0.0,-0.0,0.0
7723,Hydro,4.000000000000007,0.0,4.000000000000007
7724,NaturalGas,8708.370313854595,0.0,8708.370313854595
7724,Biomass,0.0,-621.4551990974765,-621.4551990974765
7724,HardCoal,2198.215114945108,-3906.884886684573,-1708.669771739465
7724,Lignite,0.0,-6026.268870648997,-6026.268870648997
7724,Oil(light),1337.9156979725967,0.0,1337.9156979725967
7724,Waste,0.0,-26.25,-26.25
7724,OtherFuels,55.97415678836329,0.0,55.97415678836329
7724,Nuclear,0.0,-2722.4583792717635,-2722.4583792717635
7724,Oil(heavy),68.0,-0.0,68.0
7724,WindOnshore,0.0,-2821.1002274802654,-2821.1002274802654
7724,WindOffshore,0.0,-853.7895508647637,-853.7895508647637
7724,SolarPV,0.0,0.0,0.0
7724,RoR,0.0,-30.558906912082257,-30.558906912082257
7724,Geothermal,0.0,-0.0,0.0
7724,Hydro,76.0,0.0,76.0
7725,NaturalGas,8938.998279127805,0.0,8938.998279127805
7725,Biomass,0.0,-818.2295823573004,-818.2295823573004
7725,HardCoal,2999.1844919417563,-4646.94735414367,-1647.7628622019138
7725,Lignite,0.0,-6392.667782092784,-6392.667782092784
7725,Oil(light),1479.6226771263453,0.0,1479.6226771263453
7725,Waste,0.0,-38.15,-38.15
7725,OtherFuels,55.76972975092434,0.0,55.76972975092434
7725,Nuclear,0.0,-3099.099369506748,-3099.099369506748
7725,Oil(heavy),68.0,-0.0,68.0
7725,WindOnshore,0.0,-3600.344672752941,-3600.344672752941
7725,WindOffshore,0.0,-646.6403407082531,-646.6403407082531
7725,SolarPV,0.0,0.0,0.0
7725,RoR,0.0,-9.685972076379999,-9.685972076379999
7725,Geothermal,0.0,-0.0,0.0
7725,Hydro,576.0216197404817,0.0,576.0216197404817
7726,NaturalGas,8299.49706951081,0.0,8299.49706951081
7726,Biomass,0.0,-838.0628691777708,-838.0628691777708
7726,HardCoal,5373.928756121056,-3465.996267111502,1907.9324890095536
7726,Lignite,0.0,-7026.850759138235,-7026.850759138235
7726,Oil(light),1438.5091525818134,0.0,1438.5091525818134
7726,Waste,0.0,-11.899999999999999,-11.899999999999999
7726,OtherFuels,44.99430283785776,0.0,44.99430283785776
7726,Nuclear,0.0,-2885.06846241666,-2885.06846241666
7726,Oil(heavy),68.0,-0.0,68.0
7726,WindOnshore,0.0,-4475.0542046772325,-4475.0542046772325
7726,WindOffshore,0.0,-772.2497361928197,-772.2497361928197
7726,SolarPV,0.0,0.0,0.0
7726,RoR,0.0,-7.2308609722799995,-7.2308609722799995
7726,Geothermal,0.0,-0.0,0.0
7726,Hydro,21.88342393578857,0.0,21.88342393578857
7727,NaturalGas,7292.07401673159,0.0,7292.07401673159
7727,Biomass,0.0,-866.0938643544678,-866.0938643544678
7727,HardCoal,7060.1939760902815,-1742.3097660817298,5317.884210008551
7727,Lignite,0.0,-7837.012672379967,-7837.012672379967
7727,Oil(light),1329.998153122246,0.0,1329.998153122246
7727,Waste,0.0,-11.899999999999999,-11.899999999999999
7727,OtherFuels,30.369000000000003,0.0,30.369000000000003
7727,Nuclear,0.0,-2935.145653620554,-2935.145653620554
7727,Oil(heavy),68.0,-0.0,68.0
7727,WindOnshore,0.0,-4802.2054990423585,-4802.2054990423585
7727,WindOffshore,0.0,-1066.4540184569003,-1066.4540184569003
